Borough,Sector,Year,Employee jobs
Bromley,Construction,2010,5000
Bromley,Wholesale,2010,4000
Bromley,Retail,2010,13000
Bromley,Transportation and Storage,2010,3500
Bromley,Accomodation and food service activities,2010,6000
Bromley,Information and Communication,2010,3500
Bromley,Financial and insurance activities,2010,6000
Bromley,"Professional, Real Estate, Scientific and technical activities",2010,10000
Bromley,Administrative and support service activities,2010,12000
Bromley,Public Admin and defence,2010,3000
Bromley,Education,2010,11000
Bromley,Health,2010,15000
Bromley,"Arts, entertainment and recreation",2010,3500
Bromley,Other services,2010,3000
Bromley,Primary & Utilities,2011,700
Bromley,Manufacturing,2011,3000
Bromley,Construction,2011,5000
Bromley,Wholesale,2011,3500
Bromley,Retail,2011,13000
Bromley,Transportation and Storage,2011,3000
Bromley,Accomodation and food service activities,2011,5000
Bromley,Information and Communication,2011,3500
Bromley,Financial and insurance activities,2011,5000
Bromley,"Professional, Real Estate, Scientific and technical activities",2011,9000
Bromley,Administrative and support service activities,2011,9000
Bromley,Public Admin and defence,2011,3000
Bromley,Education,2011,10000
Bromley,Health,2011,16000
Bromley,"Arts, entertainment and recreation",2011,3500
Bromley,Other services,2011,2500
Bromley,Primary & Utilities,2012,900
Bromley,Manufacturing,2012,2500
Bromley,Construction,2012,6000
Bromley,Wholesale,2012,3500
Bromley,Retail,2012,13000
Bromley,Transportation and Storage,2012,3000
Bromley,Accomodation and food service activities,2012,6000
Bromley,Information and Communication,2012,3500
Bromley,Financial and insurance activities,2012,6000
Bromley,"Professional, Real Estate, Scientific and technical activities",2012,9000
Bromley,Administrative and support service activities,2012,10000
Bromley,Public Admin and defence,2012,3000
Bromley,Education,2012,10000
Bromley,Health,2012,15000
Bromley,"Arts, entertainment and recreation",2012,3000
Bromley,Other services,2012,2500
Bromley,Primary & Utilities,2013,800
Bromley,Manufacturing,2013,3000
Bromley,Construction,2013,7000
Bromley,Wholesale,2013,3500
Bromley,Retail,2013,13000
Bromley,Transportation and Storage,2013,3000
Bromley,Accomodation and food service activities,2013,7000
Bromley,Information and Communication,2013,4000
Bromley,Financial and insurance activities,2013,7000
Bromley,"Professional, Real Estate, Scientific and technical activities",2013,9000
Bromley,Administrative and support service activities,2013,10000
Bromley,Public Admin and defence,2013,3500
Bromley,Education,2013,9000
Bromley,Health,2013,16000
Bromley,"Arts, entertainment and recreation",2013,3000
Bromley,Other services,2013,3000
Bromley,Primary & Utilities,2014,1000
Bromley,Manufacturing,2014,3000
Bromley,Construction,2014,6000
Bromley,Wholesale,2014,4000
Bromley,Retail,2014,13000
Bromley,Transportation and Storage,2014,3000
Bromley,Accomodation and food service activities,2014,7000
Bromley,Information and Communication,2014,4500
Bromley,Financial and insurance activities,2014,7000
Bromley,"Professional, Real Estate, Scientific and technical activities",2014,10000
Bromley,Administrative and support service activities,2014,11000
Bromley,Public Admin and defence,2014,3000
Bromley,Education,2014,10000
Bromley,Health,2014,16000
Bromley,"Arts, entertainment and recreation",2014,3500
Bromley,Other services,2014,2500
Bromley,Primary & Utilities,2015,1000
Bromley,Manufacturing,2015,2500
Bromley,Construction,2015,6000
Bromley,Wholesale,2015,4000
Bromley,Retail,2015,13000
Bromley,Transportation and Storage,2015,3000
Bromley,Accomodation and food service activities,2015,7000
Bromley,Information and Communication,2015,4000
Bromley,Financial and insurance activities,2015,6000
Bromley,"Professional, Real Estate, Scientific and technical activities",2015,10000
Bromley,Administrative and support service activities,2015,11000
Bromley,Public Admin and defence,2015,3000
Bromley,Education,2015,11000
Bromley,Health,2015,16000
Bromley,"Arts, entertainment and recreation",2015,3500
Bromley,Other services,2015,2500
Bromley,Primary & Utilities,2016,900
Bromley,Manufacturing,2016,3000
Bromley,Construction,2016,7000
Bromley,Wholesale,2016,4000
Bromley,Retail,2016,13000
Bromley,Transportation and Storage,2016,3000
Bromley,Accomodation and food service activities,2016,8000
Bromley,Information and Communication,2016,4000
Bromley,Financial and insurance activities,2016,6000
Bromley,"Professional, Real Estate, Scientific and technical activities",2016,12000
Bromley,Administrative and support service activities,2016,10000
Bromley,Public Admin and defence,2016,3000
Bromley,Education,2016,10000
Bromley,Health,2016,15000
Bromley,"Arts, entertainment and recreation",2016,4000
Bromley,Other services,2016,3000
Bromley,Primary & Utilities,2017,1000
Bromley,Manufacturing,2017,2500
Bromley,Construction,2017,8000
Bromley,Wholesale,2017,4000
Bromley,Retail,2017,13000
Bromley,Transportation and Storage,2017,3500
Bromley,Accomodation and food service activities,2017,7000
Bromley,Information and Communication,2017,4500
Bromley,Financial and insurance activities,2017,6000
Bromley,"Professional, Real Estate, Scientific and technical activities",2017,10000
Bromley,Administrative and support service activities,2017,10000
Bromley,Public Admin and defence,2017,3000
Bromley,Education,2017,11000
Bromley,Health,2017,18000
Bromley,"Arts, entertainment and recreation",2017,4000
Bromley,Other services,2017,2500
Bromley,Primary & Utilities,2018,800
Bromley,Manufacturing,2018,2000
Bromley,Construction,2018,7000
Bromley,Wholesale,2018,4000
Bromley,Retail,2018,13000
Bromley,Transportation and Storage,2018,3000
Bromley,Accomodation and food service activities,2018,8000
Bromley,Information and Communication,2018,4500
Bromley,Financial and insurance activities,2018,5000
Bromley,"Professional, Real Estate, Scientific and technical activities",2018,11000
Bromley,Administrative and support service activities,2018,11000
Bromley,Public Admin and defence,2018,3000
Bromley,Education,2018,10000
Bromley,Health,2018,17000
Bromley,"Arts, entertainment and recreation",2018,3500
Bromley,Other services,2018,2500
Bromley,Primary & Utilities,2019,1000
Bromley,Manufacturing,2019,2500
Bromley,Construction,2019,8000
Bromley,Wholesale,2019,4500
Bromley,Retail,2019,12000
Bromley,Transportation and Storage,2019,3500
Bromley,Accomodation and food service activities,2019,8000
Bromley,Information and Communication,2019,4500
Bromley,Financial and insurance activities,2019,5000
Bromley,"Professional, Real Estate, Scientific and technical activities",2019,10000
Bromley,Administrative and support service activities,2019,12000
Bromley,Public Admin and defence,2019,2500
Bromley,Education,2019,11000
Bromley,Health,2019,16000
Bromley,"Arts, entertainment and recreation",2019,3500
Bromley,Other services,2019,2500
Bromley,Primary & Utilities,2020,1250
Bromley,Manufacturing,2020,2500
Bromley,Construction,2020,7000
Bromley,Wholesale,2020,4000
Bromley,Retail,2020,12000
Bromley,Transportation and Storage,2020,4000
Bromley,Accomodation and food service activities,2020,7000
Bromley,Information and Communication,2020,4000
Bromley,Financial and insurance activities,2020,5000
Bromley,"Professional, Real Estate, Scientific and technical activities",2020,11000
Bromley,Administrative and support service activities,2020,12000
Bromley,Public Admin and defence,2020,3000
Bromley,Education,2020,11000
Bromley,Health,2020,17000
Bromley,"Arts, entertainment and recreation",2020,4500
Bromley,Other services,2020,2250
Bromley,Primary & Utilities,2021,1000
Bromley,Manufacturing,2021,2000
Bromley,Construction,2021,7000
Bromley,Wholesale,2021,4000
Bromley,Retail,2021,12000
Bromley,Transportation and Storage,2021,3500
Bromley,Accomodation and food service activities,2021,8000
Bromley,Information and Communication,2021,3500
Bromley,Financial and insurance activities,2021,5000
Bromley,"Professional, Real Estate, Scientific and technical activities",2021,10000
Bromley,Administrative and support service activities,2021,11000
Bromley,Public Admin and defence,2021,3000
Bromley,Education,2021,11000
Bromley,Health,2021,17000
Bromley,"Arts, entertainment and recreation",2021,4500
Bromley,Other services,2021,2500
Camden,Primary & Utilities,1996,1000
Camden,Manufacturing,1996,10000
Camden,Construction,1996,4000
Camden,Wholesale,1996,8000
Camden,Retail,1996,11000
Camden,Transportation and Storage,1996,19000
Camden,Accomodation and food service activities,1996,13000
Camden,Information and Communication,1996,17000
Camden,Financial and insurance activities,1996,7000
Camden,"Professional, Real Estate, Scientific and technical activities",1996,33000
Camden,Administrative and support service activities,1996,28000
Camden,Public Admin and defence,1996,15000
Camden,Education,1996,15000
Camden,Health,1996,15000
Camden,"Arts, entertainment and recreation",1996,8000
Camden,Other services,1996,6000
Camden,Primary & Utilities,1997,900
Camden,Manufacturing,1997,11000
Camden,Construction,1997,6000
Camden,Wholesale,1997,8000
Camden,Retail,1997,12000
Camden,Transportation and Storage,1997,15000
Camden,Accomodation and food service activities,1997,14000
Camden,Information and Communication,1997,20000
Camden,Financial and insurance activities,1997,8000
Camden,"Professional, Real Estate, Scientific and technical activities",1997,33000
Camden,Administrative and support service activities,1997,30000
Camden,Public Admin and defence,1997,16000
Camden,Education,1997,22000
Camden,Health,1997,23000
Camden,"Arts, entertainment and recreation",1997,8000
Camden,Other services,1997,8000
Camden,Primary & Utilities,1998,800
Camden,Manufacturing,1998,9000
Camden,Construction,1998,5000
Camden,Wholesale,1998,9000
Camden,Retail,1998,13000
Camden,Transportation and Storage,1998,15000
Camden,Accomodation and food service activities,1998,16000
Camden,Information and Communication,1998,22000
Camden,Financial and insurance activities,1998,9000
Camden,"Professional, Real Estate, Scientific and technical activities",1998,34000
Camden,Administrative and support service activities,1998,33000
Camden,Public Admin and defence,1998,17000
Camden,Education,1998,21000
Camden,Health,1998,22000
Camden,"Arts, entertainment and recreation",1998,8000
Camden,Other services,1998,8000
Camden,Primary & Utilities,1999,1000
Camden,Manufacturing,1999,9000
Camden,Construction,1999,5000
Camden,Wholesale,1999,9000
Camden,Retail,1999,17000
Camden,Transportation and Storage,1999,15000
Camden,Accomodation and food service activities,1999,17000
Camden,Information and Communication,1999,23000
Camden,Financial and insurance activities,1999,11000
Camden,"Professional, Real Estate, Scientific and technical activities",1999,37000
Camden,Administrative and support service activities,1999,34000
Camden,Public Admin and defence,1999,18000
Camden,Education,1999,21000
Camden,Health,1999,20000
Camden,"Arts, entertainment and recreation",1999,9000
Camden,Other services,1999,8000
Camden,Primary & Utilities,2000,1000
Camden,Manufacturing,2000,9000
Camden,Construction,2000,7000
Camden,Wholesale,2000,10000
Camden,Retail,2000,18000
Camden,Transportation and Storage,2000,13000
Camden,Accomodation and food service activities,2000,18000
Camden,Information and Communication,2000,24000
Camden,Financial and insurance activities,2000,11000
Camden,"Professional, Real Estate, Scientific and technical activities",2000,39000
Camden,Administrative and support service activities,2000,36000
Camden,Public Admin and defence,2000,16000
Camden,Education,2000,21000
Camden,Health,2000,21000
Camden,"Arts, entertainment and recreation",2000,9000
Camden,Other services,2000,9000
Camden,Primary & Utilities,2001,900
Camden,Manufacturing,2001,10000
Camden,Construction,2001,7000
Camden,Wholesale,2001,9000
Camden,Retail,2001,19000
Camden,Transportation and Storage,2001,12000
Camden,Accomodation and food service activities,2001,17000
Camden,Information and Communication,2001,26000
Camden,Financial and insurance activities,2001,12000
Camden,"Professional, Real Estate, Scientific and technical activities",2001,41000
Camden,Administrative and support service activities,2001,38000
Camden,Public Admin and defence,2001,16000
Camden,Education,2001,23000
Camden,Health,2001,18000
Camden,"Arts, entertainment and recreation",2001,10000
Camden,Other services,2001,9000
Camden,Primary & Utilities,2002,700
Camden,Manufacturing,2002,9000
Camden,Construction,2002,9000
Camden,Wholesale,2002,8000
Camden,Retail,2002,18000
Camden,Transportation and Storage,2002,12000
Camden,Accomodation and food service activities,2002,21000
Camden,Information and Communication,2002,24000
Camden,Financial and insurance activities,2002,12000
Camden,"Professional, Real Estate, Scientific and technical activities",2002,41000
Camden,Administrative and support service activities,2002,38000
Camden,Public Admin and defence,2002,16000
Camden,Education,2002,24000
Camden,Health,2002,20000
Camden,"Arts, entertainment and recreation",2002,10000
Camden,Other services,2002,9000
Camden,Primary & Utilities,2003,400
Camden,Manufacturing,2003,9000
Camden,Construction,2003,10000
Camden,Wholesale,2003,9000
Camden,Retail,2003,15000
Camden,Transportation and Storage,2003,10000
Camden,Accomodation and food service activities,2003,21000
Camden,Information and Communication,2003,22000
Camden,Financial and insurance activities,2003,14000
Camden,"Professional, Real Estate, Scientific and technical activities",2003,39000
